"Bernard","Lee","Terence Young"
"Bernard","Lee","Guy Hamilton"
"Bernard","Lee","Terence Young"
"Bernard","Lee","Lewis Gilbert"
"Bernard","Lee","Peter R. Hunt"
"Bernard","Lee","Guy Hamilton"
"Bernard","Lee","Guy Hamilton"
"Bernard","Lee","Guy Hamilton"
"Bernard","Lee","Lewis Gilbert"
"Bernard","Lee","Lewis Gilbert"
"Robert","Brown","John Glen"
"Robert","Brown","John Glen"
"Robert","Brown","John Glen"
"Robert","Brown","John Glen"
"Judi","Dench","Martin Campbell"
"Judi","Dench","Roger Spottiswoode"
"Judi","Dench","Michael Apted"
"Judi","Dench","Lee Tamahori"
"Lois","Maxwell","Terence Young"
"Lois","Maxwell","Terence Young"
"Lois","Maxwell","Guy Hamilton"
"Lois","Maxwell","Terence Young"
"Lois","Maxwell","Lewis Gilbert"
"Lois","Maxwell","Peter R. Hunt"
"Lois","Maxwell","Guy Hamilton"
"Lois","Maxwell","Guy Hamilton"
"Lois","Maxwell","Guy Hamilton"
"Lois","Maxwell","Lewis Gilbert"
"Lois","Maxwell","Lewis Gilbert"
"Lois","Maxwell","John Glen"
"Lois","Maxwell","John Glen"
"Lois","Maxwell","John Glen"
"Caroline","Bliss","John Glen"
"Caroline","Bliss","John Glen"
"Samantha","Bond","Martin Campbell"
"Samantha","Bond","Roger Spottiswoode"
"Samantha","Bond","Michael Apted"
"Samantha","Bond","Lee Tamahori"
"Desmond","Llewelyn","Terence Young"
"Desmond","Llewelyn","Guy Hamilton"
"Desmond","Llewelyn","Terence Young"
"Desmond","Llewelyn","Lewis Gilbert"
"Desmond","Llewelyn","Peter R. Hunt"
"Desmond","Llewelyn","Guy Hamilton"
"Desmond","Llewelyn","Guy Hamilton"
"Desmond","Llewelyn","Lewis Gilbert"
"Desmond","Llewelyn","Lewis Gilbert"
"Desmond","Llewelyn","John Glen"
"Desmond","Llewelyn","John Glen"
"Desmond","Llewelyn","John Glen"
"Desmond","Llewelyn","John Glen"
"Desmond","Llewelyn","John Glen"
"Desmond","Llewelyn","Martin Campbell"
"Desmond","Llewelyn","Roger Spottiswoode"
"Desmond","Llewelyn","Michael Apted"
"John","Cleese","Michael Apted"
"John","Cleese","Lee Tamahori"
"Joaquin","Phoenix","M. Night Shyamalan"
"Diane","Kruger","Wolfgang Peterson"
"Nicholas","Cage","Jon Turteltaub"
"Holly","Hunter","Brad Bird"
"Nona","Gaye","Robert Zemeckis"
"Ron","Perlman","Guillermo del Toro"
"Adam","Sandler","Peter Segal"
"Bryce","Howard","M. Night Shyamalan"
"Adrien","Brody","M. Night Shyamalan"
"William","Hurt","M. Night Shyamalan"
"Sigourney","Weaver","M. Night Shyamalan"
"Brendan","Gleeson","M. Night Shyamalan"
"Micheal","Pitt","M. Night Shyamalan"
"John","Hurt","Guillermo del Toro"
"Selma","Blair","Guillermo del Toro"
"Jeffery","Tambor","Guillermo del Toro"
"David","Pierce","Guillermo del Toro"
"Jackie","Chan","Brett Ratner"
"Chris","Tucker","Brett Ratner"
"Chris","Tucker","Luc Besson"
"Bruce","Willis","Luc Besson"
"Jennifer","Lopez","Peter Chelsom"
"Richard","Gere","Peter Chelsom"
"Richard","Gere","Garry Marshall"
"Julia","Roberts","Garry Marshall"
"Julia","Roberts","Steven Soderbergh"
"Brad","Pitt","Steven Soderbergh"
"Catherine","Zeta-Jones","Steven Soderbergh"
"George","Clooney","Steven Soderbergh"
"Catherine","Zeta-Jones","Joel Coen"
"George","Clooney","Joel Coen"
"Johnny","Depp","Marc Forster"
"Kate","Winslet","Marc Forster"
"Johnny","Depp","Tim Burton"
"Christina","Ricci","Tim Burton"
"Kate","Winslet","Michel Gondry"
"Jim","Carrery","Michel Gondry"
"Al","Pacino","Brian De Palma"
"Al","Pacino","Francis Ford Coppola"
"Al","Pacino","Oliver Stone"
"Marlon","Brando","Francis Ford Coppola"
"Giovanni","Ribisi","Ben Younger"
"Sylvester","Stallone","Renny Harlin"
"Paul","Walker","Rob Cohen"
"Vin","Diesel","Rob Cohen"
"Vin","Diesel","Ben Younger"
"Josh","Hartnett","Ridley Scott"
"Michelle","Pfeiffer","Brian De Palma"
"Steven","Bauer","Brian De Palma"
"Gina","Gershon","Renny Harlin"
"Estella","Warren","Renny Harlin"
"Jordana","Brewster","Rob Cohen"
"Jamie","Foxx","Oliver Stone"
"Ice","Cube","Brian Levant"
"Asanee","Suwan","Ekachai Uekrongtham"
"Christian","Slater","Uwe Boll"
"Robert","De Niro","John Polson"
"Samuel","Jackson","Thomas Carter"
"Emmet","Walsh","Frederik Du Chau"
"Colin","Farrell","Oliver Stone"
"Laurence ","Fishburne","Wachowski Brothers"
"Laurence ","Fishburne","Wachowski Brothers"
"Orlando","Bloom","Peter Jackson"
"Orlando","Bloom","Peter Jackson"
"Orlando","Bloom","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Hugo","Weaving","Wachowski Brothers"
"Hugo","Weaving","Wachowski Brothers"
"Hugo","Weaving","Peter Jackson"
"Hugo","Weaving","Peter Jackson"
"Hugo","Weaving","Peter Jackson"
"Viggo","Mortensen","Peter Jackson"
"Viggo","Mortensen","Peter Jackson"
"Viggo","Mortensen","Peter Jackson"
"Ian","McKellen","Peter Jackson"
"Ian","McKellen","Peter Jackson"
"Ian","McKellen","Peter Jackson"
"Elijah","Wood","Peter Jackson"
"Elijah","Wood","Peter Jackson"
"Elijah","Wood","Peter Jackson"
"Zhang","Ziyi","Ang Lee"
"Jennifer","Aniston","John Hamburg"
"Jennifer","Aniston","Tom Shadyac"
"Meryl","Streep","Brad Silberling"
"Kelly","Hu","Bryan Singer"
"Halle","Berry","Bryan Singer"
"Rebecca","Romijn-Stamos","Bryan Singer"
"Hugh","Jackman","Bryan Singer"
"Franka","Potente","Doug Liman"
"Chris","Cooper","Doug Liman"
"Brian","Cox","Doug Liman"
"Greg","Ellis","Doug Liman"
"Nickolas","Cage","Dominic Sena"
"Giovanni","Ribsi","Dominic Sena"
"William","Scott","Dominic Sena"
"Scott","Caan","Dominic Sena"
"Aishwarya","Rai","Gurinder Chadha"
"TommyLee","Jones","William Friedkin"
"Benicio","Del Toro","William Friedkin"
"Ian","Holm","Peter Jackson"
"Ian","Holm","Peter Jackson"
"Don","Cheadle","Terry George"
"Samuel","Jackson","Kevin Reynolds"
"Tony","Shalhoub","Steve Beck"
"Steve","Coogan","Michael Winterbottom"
"Keir","Dullea","Stanley Kubrick"
"Malcolm","McDowell","Stanley Kubrik"
"Kurt","Russell","Demian Lichtenstein"
"Hilary","Swank","Charles Shyer"
"Christian","Bale","Christopher Nolan"
"Timothy","Spall","Mike Leigh"
"Tara","Subkoff","Alex Sichel"
"Tara","Subkoff","Kevin Reynolds"
"Timothy","Spall","Steve Beck"
"Christian","Bale","Michael Winterbottom"
"Hilary","Swank","Stanley Kubrick"
"Kurt","Russell","Stanley Kubrik"
"Malcolm","McDowell","Demian Lichtenstein"
"Keir","Dullea","Charles Shyer"
"Steve","Coogan","Christopher Nolan"
"Tony","Shalhoub","Mike Leigh"
"Samuel","Jackson","Alex Sichel"
"Colin","Ferrell","Terrence Malick"
"Colin","Ferrell","Oliver Stone"
"Clint","Eastwood","Clint Eastwood"
"Kirsten","Dunst","Sam Raimi"
"Geoffrey","Rush","Russell Mulcahy"
"Frankie","Muniz","Frederik Du Chau"
"Whoopi","Goldberg","Frederik Du Chau"
"Naomi","Watts","Hideo Nakata"
"Jamie","Kennedy","Larry Guterman"
"Martin","Henderson","Gurinder Chadha"
"Sandra","Bullock","John Pasquin"
"Gregory","Peck","William Wyler"
"Audrey","Hepburn","William Wyler"
"Audrey","Hepburn","Blake Edwards"
"Jodie","Foster","Andy Tennant"
"Yun-Fat","Chow","Andy Tennant"
"Clark","Gable","Victor Flemming, George Cukor, Sam Wood"
"Vivien","Leigh","Victor Flemming, George Cukor, Sam Wood"
"Macaulay","Culkin","Chris Columbus"
"Macaulay","Culkin","Chris Columbus"
"Charles","Chaplin","Charles Chaplin"
"Richard","Chamberlain","Jerry London"
"Timothy","Dalton","John Glen"
"George","Peppard","Blake Edwards"
"Patricia","Neal","Blake Edwards"
"Buddy","Ebsen","Blake Edwards"
"Mickey","Rooney","Blake Edwards"
"Leonardo","DiCaprio","Martin Scorsese"
"Jennifer","Garner","Rob Bowman"
"Brad","Pitt","Steven Soderbergh"
"Sean","Astin","Richard Donner"
"Leonardo","DiCaprio","Thomas Carter"
"Leonardo","DiCaprio","Jean-Fran?is Richet"
"Catherine","Zeta-Jones","Steven Soderbergh"
"Ashanti","Douglas","Thomas Carter"
"Laurence","Fishburne","Jean-Fran?is Richet"
"Ethan","Hawke","Jean-Fran?is Richet"
"Gary","Sinise","Robert Zemeckis"
"Will","Smith","Roland Emmerich"
"Bruce","Willis","M. Night Shyamalan"
"Alec","Baldwin","Martin Scorsese"
"Gerard","Butler","Joel Schumacher"
"Minnie","Driver","Joel Schumacher"
"Mark","Ruffalo","Michel Gondry"
"Jake","Gyllenhaal","Richard Kelly"
"Scarlett","Johansson","Terry Zwigoff"
"Scarlett","Johansson","Peter Webber"
"Jude","Law","David O. Russell"
"Billy","Crystal","Rob Reiner"
"Colin","Firth","Peter Webber"
"none","Eminem","Curtis Hanson"
"Thora","Birch","Sam Mendes"
"Kate","Winslet","James Cameron"
"Sean","Penn","Clint Eastwood"
"Joesph","Fiennes","John Madden"
"Mena","Suvari","Sam Mendes"
"Emmy","Rossum","Clint Eastwood"
"Tim","Robbins","Clint Eastwood"
"Jennifer","Garner","Rob Bowman"
"Jennifer","Lopez","Peter Chelsom"
"Michael","Moore","Michael Moore"
"Craig","Nelson","Brad Bird"
"Jason","Statham","Guy Ritchie"
"Samuel L.","Jackson","Brad Bird"
"Robert","De Niro","Jay Roach"
"Eva","Mendes","Antonie Fuqua"
"Laurence ","Fishburne","Wachowski Brothers"
"Hugo","Weaving","Wachowski Brothers"
"Owen","Wilson","Jay Roach"
"Owen","Wilson","Todd Phillips"
"Renee","Zellweger","Anthony Minghella"
"Goran","Visnjic","Rob Bowman"
"Will Yun","Lee","Rob Bowman"
"Michael","Caine","Christopher Nolan"
"Liam","Neeson","Christopher Nolan"
"Morgan","Freeman","Christopher Nolan"
"Katie","Holmes","Christopher Nolan"
"Andy","Garcia","Steven Soderbergh"
"Andy","Garcia","Steven Soderbergh"
"Scott","Caan","Steven Soderbergh"
"Scott","Caan","Ben Younger"
"Giovanni","Ribsi","Ben Younger"
"Nia","Long","Ben Younger"
"Nicky","Katt","Ben Younger"
"Benicio","Del Toro","Steven Soderbergh"
"Benicio","Del Toro","Guy Ritchie"
"Don","Cheadle","Steven Soderbergh"
"Marlon","Brando","Francis Ford Coppola"
"Diane","Keaton","Francis Ford Coppola"
"James","Caan","Francis Ford Coppola"
"Dustin","Hoffman","Jay Roach"
"Robert","DeNiro","Jay Roach"
"Jennifer","Garner","Rob Bowman"
"Ben","Stiller","Jay Roach"
"Barbra","Streisand","Jay Roach"
"Gerge","Clooney","Steven Soderbergh"
"Julia","Roberts","Steven Soderbergh"
"Nicolas","Cage","Jon Turteltaub"
"Harvey","Keitel","Jon Turteltaub"
"Dennis","Quaid","Paul Weitz"
"Dennis","Quaid","Richard Curtis"
"Michael","Keaton","Geoffrey Sax"
"Jennifer","Connelly","Ron Howard"
"Ed","Harris","Ron Howard"
"Hugh","Grant","Richard Curtis"
"Martine","McCutcheor","Richard Curtis"
"Ewan","McGregor","Baz Luhrmann"
"Sally","Field","Robert Zemeckis"
"Sean","Astin","Peter Jackson"
"Sean","Astin","Peter Jackson"
"Sean","Astin","Peter Jackson"
"Christian","Bale","Brad Anderson"
"Christian","Bale","Terrence Malick"
"Kate","Beckinsale","Martin Scorsese"
"Kate","Beckinsale","Martin Scorsese"
"Kate","Beckinsale","Thomas Carter"
"Halle","Berry","Chris Wedge"
"Halle","Berry","Pitof"
"Cate","Blanchett","Martin Scorsese"
"Orlando","Bloom","Wolfgang Peterson"
"Orlando","Bloom","Ridley Scott"
"Orlando","Bloom","Ridley Scott"
"Adrien","Brody","Peter Sehr"
"Jim","Carrey","Tom Shadyac"
"Jim","Carrey","Brad Silberling"
"Jim","Carrey","Peter Farrelly"
"Jim","Carrey","Frank Darabont"
"Jackie","Chan","Dante Lam"
"George","Clooney","Steven Soderbergh"
"George","Clooney","Steven Soderbergh"
"George","Clooney","Steven Soderbergh"
"George","Clooney","Steven Soderbergh"
"George","Clooney","Steven Soderbergh"
"Jennifer","Connelly","Darren Aronofsky"
"Sean","Connery","Steven Spielberg"
"Russell","Crowe","Ron Howard"
"Ice","Cube","Tim Story"
"Timothy","Dalton","John Glen"
"Timothy","Dalton","John Glen"
"Matt","Damon","Kevin Smith"
"Matt","Damon","Steven Soderbergh"
"Matt","Damon","Steven Soderbergh"
"Matt","Damon","Doug Liman"
"Matt","Damon","Steven Soderbergh"
"Robert","De Niro","Nick Hamm"
"Robert","De Niro","John Polson"
"Johnny","Depp","Tim Burton"
"Johnny","Depp","Wes Craven"
"Cameron","Diaz","Oliver Stone"
"Leonardo","DiCaprio","James Cameron"
"Leonardo","DiCaprio","Steven Spielberg"
"Leonardo","DiCaprio","Martin Scorsese"
"Michael","Douglas","Curtis Hanson"
"Harrison","Ford","Ridley Scott"
"Harrison","Ford","Steven Spielberg"
"Harrison","Ford","Steven Spielberg"
"Morgan","Freeman","Louis Leterrier"
"Andy","Garcia","Steven Soderbergh"
"Jennifer","Garner","Mark Steven Johnson"
"Richard","Gere","Gary Marshall"
"Mel","Gibson","Wes Anderson"
"Hugh","Grant","Chris Weitz"
"Hugh","Grant","Steven Soderbergh"
"Tom","Hanks","Robert Zemeckis"
"Tom","Hanks","Steven Spielberg"
"Tom","Hanks","Steven Spielberg"
"Ethan","Hawke","Antonie Fuqua"
"Ethan","Hawke","Richard Linklater"
"Martin","Henderson","Gurinder Chadha"
"Dustin","Hoffman","Frederik Du Chau"
"Samuel","Jackson","Thomas Carter"
"Samuel","Jackson","George Lucas"
"Scarlett","Johansson","Sofia Coppola"
"Angelina","Jolie","Doug Liman"
"Angelina","Jolie","Dominic Sena"
"Angelina","Jolie","Oliver Stone"
"Nicole","Kidman","Anthony Minghella"
"Nicole","Kidman","Jonathan Glazer"
"Nicole","Kidman","Baz Luhrmann"
"Nicole","Kidman","Alejandro Amenabar"
"Jude","Law","Brad Silberling"
"Jude","Law","Anthony Minghella"
"Jet","Li","Yimou Zhang"
"Jet","Li","Louis Leterrier"
"Tobey","Maguire","Sam Raimi"
"Tobey","Maguire","Sam Raimi"
"Tobey","Maguire","Christopher Nolan"
"Ewan","McGregor","George Lucas"
"Ewan","McGregor","Chris Wedge"
"Michael","Moore","Michael Moore"
"Brad","Pitt","Steven Soderbergh"
"Brad","Pitt","Doug Liman"
"Brad","Pitt","Steven Soderbergh"
"Brad","Pitt","Guy Ritchie"
"Brad","Pitt","David Fincher"
"Brad","Pitt","Terry Gilliam"
"Brad","Pitt","Steven Soderbergh"
"Brad","Pitt","Guy Ritchie"
"Brad","Pitt","Steven Soderbergh"
"Brad","Pitt","Steven Soderbergh"
"Brad","Pitt","Wolfgang Peterson"
"Brad","Pitt","Steven Soderbergh"
"Natalie","Portman","George Lucas"
"Natalie","Portman","George Lucas"
"Keanu","Reeves","Wachowski Brothers"
"Keanu","Reeves","Wachowski Brothers"
"Keanu","Reeves","Alfonso Arau"
"Julia","Roberts","Steven Soderbergh"
"Julia","Roberts","Gary Marshall"
"Julia","Roberts","Roger Michell"
"Julia","Roberts","Chris Columbus"
"Julia","Roberts","Steven Soderbergh"
"Julia","Roberts","Steven Soderbergh"
"Julia","Roberts","Steven Soderbergh"
"Will","Smith","Barry Sonnenfeld"
"Will","Smith","Barry Sonnenfeld"
"Will","Smith","Andy Tennant"
"Ben","Stiller","Ben Stiller"
"Ben","Stiller","John Hamburg"
"Ben","Stiller","Todd Phillips"
"Audrey","Tautou","Jean-Pierre Jeunet"
"Liv","Tyler","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Liv","Tyler","Peter Jackson"
"Denzel","Washington","Phillip Noyce"
"Denzel","Washington","Jonathan Demme"
"Denzel","Washington","Edward Zwick"
"Sigourney","Weaver","Ridley Scott"
"Sigourney","Weaver","James Cameron"
"Sigourney","Weaver","David Fincher"
"Robin","Williams","Chris Columbus"
"Robin","Williams","Christopher Nolan"
"Bruce","Willis","Florent Emilio Siri"
"Bruce","Willis","Terry Gilliam"
"Owen","Wilson","Ben Stiller"
"Owen","Wilson","Wes Anderson"
"Elijah","Wood","Peter Jackson"
"Elijah","Wood","Peter Jackson"
"Renee","Zellweger","Ron Howard"
"Catherine","Zeta-Jones","Steven Soderbergh"
"Catherine","Zeta-Jones","Steven Soderbergh"
"Catherine","Zeta-Jones","Steven Spielberg"
"Catherine","Zeta-Jones","Joel Coen"
"Catherine","Zeta-Jones","Steven Soderbergh"
